,movieId,title,genres,genres1,genres2,genres3,genres4,genres5,genres6,genres7,genres8,genres9,genres10,Year_release,imdbId,tmdbId
2779,3480,Lucas (1986),Drama|Romance,Drama,Romance,,,,,,,,,1986,91445,13346.0
2780,3481,High Fidelity (2000),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,2000,146882,243.0
2781,3483,"Road to El Dorado, The (2000)",Animation|Children,Animation,Children,,,,,,,,,2000,138749,10501.0
2782,3484,"Skulls, The (2000)",Thriller,Thriller,,,,,,,,,,2000,192614,11478.0
2783,3487,El Dorado (1966),Western,Western,,,,,,,,,,1966,61619,6644.0
2784,3489,Hook (1991),Adventure|Comedy|Fantasy,Adventure,Comedy,Fantasy,,,,,,,,1991,102057,879.0
2785,3490,Horror Express (1972),Horror,Horror,,,,,,,,,,1972,68713,32613.0
2786,3491,My Chauffeur (1986),Comedy,Comedy,,,,,,,,,,1986,91579,39406.0
2787,3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,Adventure,Comedy,Romance,,,,,,,,1926,17416,85689.0
2788,3494,True Grit (1969),Adventure|Drama|Western,Adventure,Drama,Western,,,,,,,,1969,65126,17529.0
2789,3495,Roadside Prophets (1992),Comedy|Drama,Comedy,Drama,,,,,,,,,1992,105267,40841.0
2790,3496,Madame Sousatzka (1988),Drama,Drama,,,,,,,,,,1988,95564,118098.0
2791,3497,Max Dugan Returns (1983),Comedy,Comedy,,,,,,,,,,1983,85919,1793.0
2792,3498,Midnight Express (1978),Drama,Drama,,,,,,,,,,1978,77928,11327.0
2793,3499,Misery (1990),Drama|Horror|Thriller,Drama,Horror,Thriller,,,,,,,,1990,100157,1700.0
2794,3500,Mr. Saturday Night (1992),Comedy|Drama,Comedy,Drama,,,,,,,,,1992,104928,54087.0
2795,3501,Murphy's Romance (1985),Comedy|Romance,Comedy,Romance,,,,,,,,,1985,89643,34322.0
2796,3502,My Life (1993),Drama,Drama,,,,,,,,,,1993,107630,41659.0
2797,3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,Drama,Mystery,Sci-Fi,,,,,,,,1972,69293,593.0
2798,3504,Network (1976),Comedy|Drama,Comedy,Drama,,,,,,,,,1976,74958,10774.0
2799,3505,No Way Out (1987),Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,1987,93640,10083.0
2800,3506,North Dallas Forty (1979),Comedy|Drama,Comedy,Drama,,,,,,,,,1979,79640,29786.0
2801,3507,"Odd Couple, The (1968)",Comedy,Comedy,,,,,,,,,,1968,63374,11356.0
2802,3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,Action,Adventure,Drama,Thriller,Western,,,,,,1976,75029,10747.0
2803,3509,Black and White (1999),Drama,Drama,,,,,,,,,,1999,165643,38809.0
2804,3510,Frequency (2000),Drama|Thriller,Drama,Thriller,,,,,,,,,2000,186151,10559.0
2805,3511,Ready to Rumble (2000),Comedy,Comedy,,,,,,,,,,2000,217756,20697.0
2806,3512,Return to Me (2000),Drama|Romance,Drama,Romance,,,,,,,,,2000,122459,2621.0
2807,3513,Rules of Engagement (2000),Drama|Thriller,Drama,Thriller,,,,,,,,,2000,160797,10479.0
2808,3515,Me Myself I (2000),Comedy|Romance,Comedy,Romance,,,,,,,,,2000,183503,49721.0
2809,3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,Comedy,Fantasy,Romance,,,,,,,,1958,51406,2006.0
2810,3518,"End of Violence, The (1997)",Drama|Thriller,Drama,Thriller,,,,,,,,,1997,119062,46625.0
2811,3519,Force 10 from Navarone (1978),Action|Drama|War,Action,Drama,War,,,,,,,,1978,77572,17339.0
2812,3520,How to Stuff a Wild Bikini (1965),Comedy,Comedy,,,,,,,,,,1965,59287,26879.0
2813,3521,Mystery Train (1989),Comedy|Drama,Comedy,Drama,,,,,,,,,1989,97940,11305.0
2814,3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,Drama,,,,,,,,,,1971,67698,48211.0
2815,3524,Arthur (1981),Comedy|Romance,Comedy,Romance,,,,,,,,,1981,82031,13665.0
2816,3525,Bachelor Party (1984),Comedy,Comedy,,,,,,,,,,1984,86927,12309.0
2817,3526,Parenthood (1989),Comedy|Drama,Comedy,Drama,,,,,,,,,1989,98067,1552.0
2818,3527,Predator (1987),Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,1987,93773,106.0
2819,3528,"Prince of Tides, The (1991)",Drama|Romance,Drama,Romance,,,,,,,,,1991,102713,10333.0
2820,3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,Crime,Thriller,,,,,,,,,1981,82934,11027.0
2821,3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1990,99014,123757.0
2822,3534,28 Days (2000),Drama,Drama,,,,,,,,,,2000,191754,10468.0
2823,3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,Crime,Horror,Mystery,Thriller,,,,,,,2000,144084,1359.0
2824,3536,Keeping the Faith (2000),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,2000,171433,4967.0
2825,3537,Where the Money Is (2000),Comedy|Drama,Comedy,Drama,,,,,,,,,2000,149367,31776.0
2826,3538,East is East (1999),Comedy,Comedy,,,,,,,,,,1999,166175,10557.0
2827,3539,"Filth and the Fury, The (2000)",Documentary,Documentary,,,,,,,,,,2000,236216,27745.0
2828,3540,Passion of Mind (2000),Drama|Mystery|Romance,Drama,Mystery,Romance,,,,,,,,2000,160644,19214.0
2829,3543,Diner (1982),Comedy|Drama,Comedy,Drama,,,,,,,,,1982,83833,13776.0
2830,3544,Shakes the Clown (1992),Comedy,Comedy,,,,,,,,,,1992,102898,26291.0
2831,3545,Cabaret (1972),Drama|Musical,Drama,Musical,,,,,,,,,1972,68327,10784.0
2832,3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,Drama,Horror,Thriller,,,,,,,,1962,56687,10242.0
2833,3547,Prick Up Your Ears (1987),Comedy|Drama,Comedy,Drama,,,,,,,,,1987,93776,27857.0
2834,3548,Auntie Mame (1958),Comedy|Drama,Comedy,Drama,,,,,,,,,1958,51383,16347.0
2835,3549,Guys and Dolls (1955),Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,1955,48140,4825.0
2836,3550,The Hunger (1983),Horror,Horror,,,,,,,,,,1983,85701,11654.0
2837,3551,Marathon Man (1976),Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,1976,74860,10518.0
2838,3552,Caddyshack (1980),Comedy,Comedy,,,,,,,,,,1980,80487,11977.0
2839,3553,Gossip (2000),Drama|Thriller,Drama,Thriller,,,,,,,,,2000,176783,18041.0
2840,3554,Love and Basketball (2000),Drama|Romance,Drama,Romance,,,,,,,,,2000,199725,14736.0
2841,3555,U-571 (2000),Action|Thriller|War,Action,Thriller,War,,,,,,,,2000,141926,3536.0
2842,3556,"Virgin Suicides, The (1999)",Drama|Romance,Drama,Romance,,,,,,,,,1999,159097,1443.0
2843,3557,Jennifer 8 (1992),Mystery|Thriller,Mystery,Thriller,,,,,,,,,1992,104549,10424.0
2844,3559,Limelight (1952),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1952,44837,28971.0
2845,3560,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,1978,77132,49096.0
2846,3563,"Crow: Salvation, The (2000)",Action|Horror,Action,Horror,,,,,,,,,2000,132910,9456.0
2847,3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,Children,Comedy,,,,,,,,,2000,158622,889.0
2848,3565,Where the Heart Is (2000),Comedy|Drama,Comedy,Drama,,,,,,,,,2000,198021,10564.0
2849,3566,"Big Kahuna, The (2000)",Comedy|Drama,Comedy,Drama,,,,,,,,,2000,189584,15723.0
2850,3567,Bossa Nova (2000),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,2000,180837,19600.0
2851,3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,Comedy,Romance,,,,,,,,,1999,162348,125537.0
2852,3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,Comedy,Drama,,,,,,,,,1998,154421,452.0
2853,3571,Time Code (2000),Comedy|Drama,Comedy,Drama,,,,,,,,,2000,220100,36234.0
2854,3572,Carnosaur (1993),Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,1993,106521,39283.0
2855,3573,Carnosaur 2 (1995),Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,1995,112634,65460.0
2856,3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,1996,115834,55667.0
2857,3575,Defying Gravity (1997),Drama,Drama,,,,,,,,,,1997,156460,31978.0
2858,3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,Action,Horror,Sci-Fi,,,,,,,,1987,93185,12476.0
2859,3577,Two Moon Junction (1988),Drama|Romance,Drama,Romance,,,,,,,,,1988,96324,5241.0
2860,3578,Gladiator (2000),Action|Adventure|Drama,Action,Adventure,Drama,,,,,,,,2000,172495,98.0
2861,3579,I Dreamed of Africa (2000),Drama,Drama,,,,,,,,,,2000,167203,21311.0
2862,3580,Up at the Villa (2000),Drama,Drama,,,,,,,,,,2000,153464,47724.0
2863,3581,Human Traffic (1999),Comedy,Comedy,,,,,,,,,,1999,188674,11129.0
2864,3584,Breathless (1983),Action|Drama|Romance|Thriller,Action,Drama,Romance,Thriller,,,,,,,1983,85276,1058.0
2865,3587,Inferno (1980),Horror,Horror,,,,,,,,,,1980,80923,16395.0
2866,3588,"King of Marvin Gardens, The (1972)",Crime|Drama,Crime,Drama,,,,,,,,,1972,68805,50627.0
2867,3590,"Lords of Flatbush, The (1974)",Comedy|Drama,Comedy,Drama,,,,,,,,,1974,71772,38925.0
2868,3591,Mr. Mom (1983),Comedy|Drama,Comedy,Drama,,,,,,,,,1983,85970,13105.0
2869,3593,Battlefield Earth (2000),Action|Sci-Fi,Action,Sci-Fi,,,,,,,,,2000,185183,5491.0
2870,3594,Center Stage (2000),Drama|Musical,Drama,Musical,,,,,,,,,2000,210616,10560.0
2871,3596,Screwed (2000),Comedy,Comedy,,,,,,,,,,2000,156323,19419.0
2872,3598,Hamlet (2000),Crime|Drama|Romance|Thriller,Crime,Drama,Romance,Thriller,,,,,,,2000,171359,10688.0
2873,3599,Anchors Aweigh (1945),Comedy|Musical,Comedy,Musical,,,,,,,,,1945,37514,17889.0
2874,3600,Blue Hawaii (1961),Comedy|Musical,Comedy,Musical,,,,,,,,,1961,54692,18228.0
2875,3602,G.I. Blues (1960),Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,1960,53848,18642.0
2876,3604,Gypsy (1962),Musical,Musical,,,,,,,,,,1962,56048,39391.0
2877,3605,King Creole (1958),Crime|Drama|Musical,Crime,Drama,Musical,,,,,,,,1958,51818,18644.0
2878,3606,On the Town (1949),Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,1949,41716,31516.0
2879,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,Adventure,Comedy,,,,,,,,,1985,89791,5683.0
2880,3609,Regret to Inform (1998),Documentary,Documentary,,,,,,,,,,1998,181786,113279.0
2881,3611,Saludos Amigos (1943),Animation|Children|Comedy,Animation,Children,Comedy,,,,,,,,1943,36326,14906.0
2882,3612,The Slipper and the Rose: The Story of Cinderella (1976),Adventure|Children|Fantasy|Musical|Romance,Adventure,Children,Fantasy,Musical,Romance,,,,,,1976,75232,16176.0
2883,3613,Things Change (1988),Comedy,Comedy,,,,,,,,,,1988,96259,52770.0
2884,3614,Honeymoon in Vegas (1992),Comedy|Romance,Comedy,Romance,,,,,,,,,1992,104438,12518.0
2885,3615,Dinosaur (2000),Adventure|Animation|Children,Adventure,Animation,Children,,,,,,,,2000,130623,10567.0
2886,3616,Loser (2000),Comedy|Romance,Comedy,Romance,,,,,,,,,2000,217630,10642.0
2887,3617,Road Trip (2000),Comedy,Comedy,,,,,,,,,,2000,215129,9285.0
2888,3618,Small Time Crooks (2000),Comedy|Crime,Comedy,Crime,,,,,,,,,2000,196216,10569.0
2889,3619,"Hollywood Knights, The (1980)",Comedy,Comedy,,,,,,,,,,1980,80881,21879.0
2890,3620,"Myth of Fingerprints, The (1997)",Comedy|Drama,Comedy,Drama,,,,,,,,,1997,119746,98502.0
2891,3621,Possession (1981),Drama|Horror,Drama,Horror,,,,,,,,,1981,82933,21484.0
2892,3622,"Twelve Chairs, The (1970)",Comedy,Comedy,,,,,,,,,,1970,66495,24918.0
2893,3623,Mission: Impossible II (2000),Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,2000,120755,955.0
2894,3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,Action,Adventure,Comedy,Western,,,,,,,2000,184894,8584.0
2895,3626,8 Â_ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,Comedy,,,,,,,,,,1999,154443,11332.0
2896,3627,Carnival of Souls (1962),Horror|Thriller,Horror,Thriller,,,,,,,,,1962,55830,16093.0
2897,3628,Flying Tigers (1942),Action|Drama|Romance|War,Action,Drama,Romance,War,,,,,,,1942,34742,29372.0
2898,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,Adventure,Comedy,Romance,,,,,,,,1925,15864,962.0
2899,3632,Monsieur Verdoux (1947),Comedy|Crime,Comedy,Crime,,,,,,,,,1947,39631,30588.0
2900,3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,Action,Adventure,Romance,Thriller,,,,,,,1969,64757,668.0
2901,3634,Seven Days in May (1964),Thriller,Thriller,,,,,,,,,,1964,58576,23518.0
2902,3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,1977,76752,691.0
2903,3637,Vagabond (Sans toit ni loi) (1985),Drama,Drama,,,,,,,,,,1985,89960,44018.0
2904,3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,1979,79574,698.0
2905,3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,1974,71807,682.0
2906,3640,"King in New York, A (1957)",Comedy|Drama,Comedy,Drama,,,,,,,,,1957,50598,28973.0
2907,3643,"Fighting Seabees, The (1944)",Action|Drama|War,Action,Drama,War,,,,,,,,1944,36824,22994.0
2908,3646,Big Momma's House (2000),Comedy,Comedy,,,,,,,,,,2000,208003,9600.0
2909,3649,American Gigolo (1980),Drama,Drama,,,,,,,,,,1980,80365,2768.0
2910,3653,"Endless Summer, The (1966)",Documentary,Documentary,,,,,,,,,,1966,60371,21.0
2911,3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,Action,Adventure,Drama,War,,,,,,,1961,54953,10911.0
2912,3655,Blow-Out (La grande bouffe) (1973),Drama,Drama,,,,,,,,,,1973,70130,10102.0
2913,3656,Lured (1947),Crime|Film-Noir|Mystery|Thriller,Crime,Film-Noir,Mystery,Thriller,,,,,,,1947,39589,30308.0
2914,3657,Pandora and the Flying Dutchman (1951),Drama,Drama,,,,,,,,,,1951,43899,38688.0
2915,3658,Quatermass and the Pit (1967),Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,1967,62168,26912.0
2916,3659,Quatermass 2 (Enemy from Space) (1957),Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,,,1957,50873,26278.0
2917,3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1989,98143,26953.0
2918,3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1991,100438,26954.0
2919,3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1991,102728,26956.0
2920,3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1993,107899,26957.0
2921,3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1994,110916,26958.0
2922,3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1998,132451,26959.0
2923,3668,Romeo and Juliet (1968),Drama|Romance,Drama,Romance,,,,,,,,,1968,63518,6003.0
2924,3669,Stay Tuned (1992),Comedy,Comedy,,,,,,,,,,1992,105466,23939.0
2925,3671,Blazing Saddles (1974),Comedy|Western,Comedy,Western,,,,,,,,,1974,71230,11072.0
2926,3672,Benji (1974),Adventure|Children,Adventure,Children,,,,,,,,,1974,71206,23069.0
2927,3673,Benji the Hunted (1987),Adventure|Children,Adventure,Children,,,,,,,,,1987,92638,21299.0
2928,3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,Adventure,Children,Comedy,Drama,,,,,,,1977,76044,38802.0
2929,3675,White Christmas (1954),Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,1954,47673,13368.0
2930,3676,Eraserhead (1977),Drama|Horror,Drama,Horror,,,,,,,,,1977,74486,985.0
2931,3677,Baraka (1992),Documentary,Documentary,,,,,,,,,,1992,103767,14002.0
2932,3678,"Man with the Golden Arm, The (1955)",Drama,Drama,,,,,,,,,,1955,48347,541.0
2933,3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,Documentary,Musical,,,,,,,,,1981,82252,21137.0
2934,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,Documentary,,,,,,,,,,1988,94980,36724.0
2935,3681,For a Few Dollars More (Per qualche dollaro in piÃ_) (1965),Action|Drama|Thriller|Western,Action,Drama,Thriller,Western,,,,,,,1965,59578,938.0
2936,3682,Magnum Force (1973),Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,1973,70355,10648.0
2937,3683,Blood Simple (1984),Crime|Drama|Film-Noir,Crime,Drama,Film-Noir,,,,,,,,1984,86979,11368.0
2938,3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,Drama,Romance,,,,,,,,,1989,97322,10875.0
2939,3685,Prizzi's Honor (1985),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1985,89841,2075.0
2940,3686,Flatliners (1990),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1990,99582,1551.0
2941,3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,Adventure,Animation,Fantasy,Sci-Fi,,,,,,,1988,95525,22500.0
2942,3688,Porky's (1982),Comedy,Comedy,,,,,,,,,,1982,84522,10246.0
2943,3689,Porky's II: The Next Day (1983),Comedy,Comedy,,,,,,,,,,1983,86129,19698.0
2944,3690,Porky's Revenge (1985),Comedy,Comedy,,,,,,,,,,1985,89826,23919.0
2945,3691,Private School (1983),Comedy,Comedy,,,,,,,,,,1983,86143,18835.0
2946,3692,Class of Nuke 'Em High (1986),Comedy|Horror,Comedy,Horror,,,,,,,,,1986,90849,26554.0
2947,3693,"Toxic Avenger, The (1985)",Comedy|Horror,Comedy,Horror,,,,,,,,,1985,90190,15239.0
2948,3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,Comedy,Horror,,,,,,,,,1989,98503,28165.0
2949,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,Comedy,Horror,,,,,,,,,1989,98502,28169.0
2950,3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,Comedy,Horror,Sci-Fi,Thriller,,,,,,,1986,91630,15762.0
2951,3697,Predator 2 (1990),Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,1990,100403,169.0
2952,3698,"Running Man, The (1987)",Action|Sci-Fi,Action,Sci-Fi,,,,,,,,,1987,93894,865.0
2953,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,Adventure,Drama,Romance,Sci-Fi,,,,,,,1984,88172,9663.0
2954,3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,,,1984,87004,26889.0
2955,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,Crime,Drama,Sci-Fi,Thriller,,,,,,,1988,94631,10128.0
2956,3702,Mad Max (1979),Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,1979,79501,9659.0
2957,3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,1981,82694,8810.0
2958,3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,1985,89530,9355.0
2959,3705,Bird on a Wire (1990),Action|Comedy|Romance,Action,Comedy,Romance,,,,,,,,1990,99141,1727.0
2960,3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,Film-Noir,Horror,Mystery,Thriller,,,,,,,1987,92563,635.0
2961,3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,Drama,Romance,,,,,,,,,1986,91635,10068.0
2962,3708,Firestarter (1984),Horror|Thriller,Horror,Thriller,,,,,,,,,1984,87262,11495.0
2963,3709,Sleepwalkers (1992),Horror,Horror,,,,,,,,,,1992,105428,11428.0
2964,3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,,,1988,94612,10117.0
2965,3712,Soapdish (1991),Comedy,Comedy,,,,,,,,,,1991,102951,25562.0
2966,3713,"Long Walk Home, The (1990)",Drama,Drama,,,,,,,,,,1990,100046,51763.0
2967,3714,Clara's Heart (1988),Drama,Drama,,,,,,,,,,1988,94882,73079.0
2968,3715,Burglar (1987),Comedy|Crime,Comedy,Crime,,,,,,,,,1987,92710,38921.0
2969,3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,Action,Comedy,Crime,Drama,,,,,,,1987,93011,35463.0
2970,3717,Gone in 60 Seconds (2000),Action|Crime,Action,Crime,,,,,,,,,2000,187078,9679.0
2971,3718,American Pimp (1999),Documentary,Documentary,,,,,,,,,,1999,179074,24587.0
2972,3719,Love's Labour's Lost (2000),Comedy|Romance,Comedy,Romance,,,,,,,,,2000,182295,51333.0
2973,3720,Sunshine (1999),Drama,Drama,,,,,,,,,,1999,145503,17771.0
2974,3721,Trixie (2000),Comedy|Crime|Mystery,Comedy,Crime,Mystery,,,,,,,,2000,162711,31610.0
2975,3723,Hamlet (1990),Drama,Drama,,,,,,,,,,1990,99726,10264.0
2976,3724,Coming Home (1978),Drama|War,Drama,War,,,,,,,,,1978,77362,31657.0
2977,3725,American Pop (1981),Animation|Musical,Animation,Musical,,,,,,,,,1981,82009,29204.0
2978,3726,Assault on Precinct 13 (1976),Action|Thriller,Action,Thriller,,,,,,,,,1976,74156,17814.0
2979,3727,Near Dark (1987),Horror|Western,Horror,Western,,,,,,,,,1987,93605,11879.0
2980,3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,Crime,Drama,Film-Noir,Thriller,,,,,,,1992,102592,21128.0
2981,3729,Shaft (1971),Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,1971,67741,482.0
2982,3730,"Conversation, The (1974)",Drama|Mystery,Drama,Mystery,,,,,,,,,1974,71360,592.0
2983,3731,Cutter's Way (1981),Drama|Thriller,Drama,Thriller,,,,,,,,,1981,82220,31593.0
2984,3732,"Fury, The (1978)",Horror,Horror,,,,,,,,,,1978,77588,12611.0
2985,3733,"Paper Chase, The (1973)",Drama,Drama,,,,,,,,,,1973,70509,14328.0
2986,3734,Prince of the City (1981),Drama,Drama,,,,,,,,,,1981,82945,32047.0
2987,3735,Serpico (1973),Crime|Drama,Crime,Drama,,,,,,,,,1973,70666,9040.0
2988,3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,Drama,,,,,,,,,,1951,43338,25364.0
2989,3737,Lonely Are the Brave (1962),Drama|Western,Drama,Western,,,,,,,,,1962,56195,43002.0
2990,3738,"Sugarland Express, The (1974)",Drama,Drama,,,,,,,,,,1974,72226,5121.0
2991,3739,Trouble in Paradise (1932),Comedy|Romance,Comedy,Romance,,,,,,,,,1932,23622,195.0
2992,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,Action,Adventure,Comedy,Fantasy,,,,,,,1986,90728,6978.0
2993,3741,Badlands (1973),Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,1973,69762,3133.0
2994,3742,Battleship Potemkin (1925),Drama|War,Drama,War,,,,,,,,,1925,15648,643.0
2995,3743,Boys and Girls (2000),Comedy|Romance,Comedy,Romance,,,,,,,,,2000,204175,10571.0
2996,3744,Shaft (2000),Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,2000,162650,479.0
2997,3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,Action,Adventure,Animation,Children,Sci-Fi,,,,,,2000,120913,7450.0
2998,3746,Butterfly (La lengua de las mariposas) (1999),Drama,Drama,,,,,,,,,,1999,188030,31023.0
2999,3747,Jesus' Son (1999),Drama,Drama,,,,,,,,,,1999,186253,25636.0
3000,3751,Chicken Run (2000),Animation|Children|Comedy,Animation,Children,Comedy,,,,,,,,2000,120630,7443.0
3001,3752,"Me, Myself & Irene (2000)",Adventure|Comedy,Adventure,Comedy,,,,,,,,,2000,183505,2123.0
3002,3753,"Patriot, The (2000)",Action|Drama|War,Action,Drama,War,,,,,,,,2000,187393,2024.0
3003,3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,Adventure,Animation,Children,Comedy,Fantasy,,,,,,2000,131704,17711.0
3004,3755,"Perfect Storm, The (2000)",Drama|Thriller,Drama,Thriller,,,,,,,,,2000,177971,2133.0
3005,3757,Asylum (1972),Horror,Horror,,,,,,,,,,1972,68230,25993.0
3006,3758,Communion (1989),Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,1989,97100,28774.0
3007,3759,Fun and Fancy Free (1947),Animation|Children|Musical,Animation,Children,Musical,,,,,,,,1947,39404,46929.0
3008,3760,"Kentucky Fried Movie, The (1977)",Comedy,Comedy,,,,,,,,,,1977,76257,11598.0
3009,3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,1993,106469,9702.0
3010,3763,F/X (1986),Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,1986,89118,9873.0
3011,3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,1991,101846,16820.0
3012,3765,"Hot Spot, The (1990)",Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,1990,99797,14864.0
3013,3766,Missing in Action (1984),Action|War,Action,War,,,,,,,,,1984,87727,15379.0
3014,3768,Braddock: Missing in Action III (1988),Action|War,Action,War,,,,,,,,,1988,94792,27352.0
3015,3769,Thunderbolt and Lightfoot (1974),Action,Action,,,,,,,,,,1974,72288,8348.0
3016,3770,Dreamscape (1984),Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,1984,87175,24099.0
3017,3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,,,1973,71569,17897.0
3018,3773,House Party (1990),Comedy,Comedy,,,,,,,,,,1990,99800,16094.0
3019,3774,House Party 2 (1991),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1991,102065,16096.0
